age,income,rent,dependents,employment_status,savings,risk_label
56,43747.462857413644,1895.4783272567354,4,unemployed,6374.866166119402,1
69,15695.14885565265,879.5876492011769,2,employed,8556.205705971222,0
46,39213.0914664005,1671.7556356803789,3,employed,2709.963049610316,0
32,18260.484474650526,1737.6982938930557,0,employed,4522.994272922105,0
60,15567.28729491139,1243.1781551914728,0,unemployed,4367.5891656758,1
25,23270.227586955334,1079.523364772473,2,employed,1310.980318375657,0
78,26140.169174067152,1175.1866486296394,4,employed,5070.002563896499,0
38,57283.322429156535,840.4470415480462,1,part-time,15100.729620906584,0
56,25842.321351200968,1834.0863741932665,2,employed,3047.8872801439616,0
75,24261.330659322542,1175.929485094637,3,employed,691.6465514607304,1
36,48926.35424740642,1823.6891606841498,3,employed,1499.3297727729966,0
40,29748.291242751777,658.5402198594111,0,employed,502.99013176426513,1
28,15960.343764741272,1982.412906500197,3,employed,10832.012282346872,0
28,43390.039652477295,1164.9096311654275,2,employed,6400.332981336056,0
41,15217.336487581644,571.7462305911582,3,employed,1805.5684073841733,0
70,15920.714846890254,557.0327723561824,2,employed,721.9385886696948,1
53,14410.892890174822,1619.310886222758,1,employed,1295.5687174164798,0
57,13792.46194260637,1488.553301305521,0,employed,1574.5472258861494,0
41,26019.112612227986,1703.1958371913813,3,employed,3325.6073531811976,0
20,19361.637090751374,658.051300929209,2,employed,3215.5681616806714,0
39,3869.634716941378,553.3563005533225,4,employed,11400.722110168057,0
70,19261.594479541967,1262.8689341713675,0,employed,1491.0638572254081,0
19,17001.279282131898,1081.3928472241541,1,employed,659.7177853672979,1
41,34420.67506487352,1192.9204050064336,2,unemployed,937.316986940495,1
61,16620.143362417817,1987.382613305411,1,employed,2913.1060019031293,0
47,78403.895735316,1956.1249365060053,1,part-time,1438.4507323087723,0
55,44284.80032564874,1913.4730845097893,3,part-time,2226.0666088187545,0
19,18124.951511561627,1675.7640151515106,3,employed,1893.0913744212785,0
77,39136.52837594922,1032.2620403853357,2,employed,8024.3701080201945,0
38,28641.32420877067,1118.1963953941574,4,employed,1657.4479401475796,0
50,24753.76550993801,1324.4240655783867,2,unemployed,2043.9876782503866,1
29,32903.23064416087,1745.8016846072599,4,employed,6107.565827153917,0
75,22630.08369726997,603.0692487774016,1,employed,1694.2883666438245,0
39,24839.13165824231,1136.445328827332,0,employed,4551.501121998023,0
78,33245.55184840597,623.926495188903,2,unemployed,4152.580644551798,1
61,61465.195752279906,1271.9863798602673,2,unemployed,3434.978202605563,1
42,24974.17290645793,1848.351236009353,4,employed,958.7243677894429,1
66,17555.13304829362,1673.727386845907,1,employed,10196.239191033967,0
44,7985.51514337032,841.763626314665,1,employed,27465.440838935476,0
76,58726.81618413653,1963.9862743981887,4,employed,3007.3908009163215,0
59,19310.014835713777,1501.0255970696426,1,unemployed,1046.9590795994418,1
45,28779.09818129662,515.6415490961047,3,employed,3068.986661250514,0
77,57122.51456057263,883.1202270278293,0,employed,8021.334957689941,0
33,24681.300237014864,891.0699498798748,2,employed,1611.325359974723,0
32,19983.55309672802,603.8814594287899,0,unemployed,2620.4486325180073,1
79,44794.31391339611,1939.7397771138935,2,unemployed,4190.83021968836,1
79,27732.728632363247,1217.3829418638857,3,employed,9927.340061326522,0
64,29526.776315700637,1843.721896057823,1,unemployed,6473.1862603021955,1
79,10284.77129167653,983.3232551669425,4,employed,6747.09937665279,0
68,40253.71608271018,687.8503556492407,3,employed,1946.3895903969715,0
61,26576.802664266677,1211.5041648593208,0,employed,4455.608662598807,0
72,11094.506003590239,670.9349520714758,4,employed,1448.142055665206,0
69,28072.537262336755,1229.02325446631,1,employed,6943.255945442487,0
74,7853.67742639949,1880.4457718291117,3,part-time,9425.929619166824,0
20,71039.23444799021,1281.152212751319,4,employed,5184.1624211031885,0
54,12696.385174587933,1424.7495903426252,3,employed,2064.3886601387007,0
68,49310.70038651403,734.9576554607124,3,employed,2431.522472305401,0
24,14669.447755364217,565.6034388199542,1,employed,18151.64030720453,0
38,29147.16278513516,666.2119432697106,2,part-time,2099.153727060847,0
26,13959.783557167199,1397.7973635265485,4,employed,8518.488239920482,0
56,36263.15934959866,642.517548488457,1,employed,4183.4502270331695,0
35,19581.502097407887,1063.989334911967,3,unemployed,2134.2350083331144,1
21,27830.554339711245,1325.1379106872341,1,employed,776.9305565239945,1
42,22192.999732946493,1082.9791979447705,2,employed,3683.432645849986,0
77,11127.419947585935,745.5257021979522,4,employed,3265.280230309302,0
31,28340.677804566236,910.6869612711598,2,employed,18151.975404050416,0
67,17126.482987086463,1892.4762992728654,0,part-time,1261.1853410397907,0
75,37147.672490110235,1513.9734133795332,4,unemployed,29577.48152648983,1
26,19576.205369020194,1244.0717580198298,2,employed,4353.827096088176,0
43,21197.065801378958,519.0723349803403,3,unemployed,4349.556745141362,1
70,51096.08875102101,1988.6231007342053,4,employed,1647.3576608165488,0
19,72462.06027033308,1507.182402341965,4,employed,4083.4859722057836,0
37,32630.965479490213,975.3837160174173,1,employed,4784.089139201981,0
45,19080.648850969887,1818.9029899967572,3,employed,7610.828324821773,0
64,18263.673946901406,887.6474304377272,0,employed,1120.6652850061084,0
77,14627.542561381539,1316.0248687741273,2,employed,12170.628837790517,0
24,16112.98758734964,1454.1061455947377,1,part-time,4278.747150043601,0
61,19210.170441200913,831.5950571805927,2,employed,5476.540556609205,0
78,58813.487303705784,1967.595918200894,0,employed,2390.02173373036,0
25,19958.076242279825,1622.2878589684963,0,employed,1178.3345965761423,0
64,11931.932611431897,1336.719838266605,4,employed,3205.8246181107725,0
52,22490.14817831196,770.8918972629513,0,employed,3594.9866254315966,0
31,24078.249771672992,580.7873104970392,2,employed,745.8852230650778,1
34,22422.444659837565,980.0897487814752,3,unemployed,6589.846966612796,1
53,32854.55291090867,1629.7810038701043,3,employed,8074.971622931076,0
67,22799.70225074745,903.9969474530376,4,employed,1437.0323186369053,0
57,32349.820333277286,1309.3343307432576,2,employed,1072.142915805862,0
21,14910.6100582965,1591.9207650961148,2,employed,2201.8179149952343,0
19,53656.86608420909,661.9155719696965,0,employed,3053.046113627845,0
79,24990.221670849583,1527.9470241738102,2,unemployed,2288.905397887334,1
23,26906.13173635049,637.806331565067,1,employed,2804.7850029490846,0
71,14879.564687596863,1947.6946131904947,0,employed,3719.9953515233547,0
59,27886.93268735757,1232.5911950974094,1,employed,758.7945542739541,1
21,30501.5422940526,726.014161564816,4,employed,851.2487360930405,1
71,12272.4940742892,1013.5754540503198,3,employed,195.9231046577409,1
46,9608.988157192534,1120.124673942892,4,unemployed,7650.6449346757545,1
35,25510.183689724352,1637.277516614806,3,employed,3026.6964422221913,0
43,17250.82225486614,1615.135679114914,4,unemployed,8500.252360133505,1
61,25083.379502382537,1417.9107580059965,2,employed,955.5260286601772,1
51,11550.47643116757,658.8960688377394,1,unemployed,3054.610414361271,1
27,10094.51052613002,727.3540573815104,3,employed,3695.3350509429993,0
79,24424.566572195563,640.635380968335,0,employed,1699.717781141975,0
53,18492.27062155384,1365.759174931325,1,employed,630.5372296829746,1
31,7666.766588377776,1815.707662267106,0,part-time,17083.550768011675,0
48,43111.687415013446,1150.7007683821575,1,employed,12079.720590188857,0
65,11454.883973127733,741.2722609366193,1,employed,2034.6268770705547,0
32,79750.83382315697,1337.0634877234506,4,employed,4965.293284709395,0
25,16122.831234863626,1717.6283252985647,3,unemployed,1835.7517023126675,1
31,26924.186393677002,1612.568092269395,3,employed,1101.6853217402079,0
40,50185.15301157282,1822.1761695125322,1,unemployed,18532.134513536403,1
77,46152.98710850232,916.8531458733017,2,employed,569.4272998258214,1
74,59460.54147860355,790.9308009016622,2,employed,2240.5940330756353,0
79,10285.206509165584,1819.7247289129082,0,employed,3243.2261128742393,0
57,12482.304137026558,1486.3404691670346,0,part-time,15540.993888839781,0
38,24661.500861376244,966.3933950113312,4,employed,7307.0042559253925,0
33,33519.20103862903,1613.5220758587639,1,part-time,559.8955370984659,1
62,21903.161767087207,1722.6775767205518,0,employed,2972.770897459927,0
35,9710.887737108767,1422.4673605116986,0,employed,3044.40329395467,0
64,28234.194110497327,1531.8261648198727,1,employed,2372.410165129431,0
70,19987.738826883055,1062.8898566639996,4,employed,5540.328685700904,0
41,19868.29492863861,1308.0435010145586,0,unemployed,728.4311211109016,1
43,7051.7055680593885,1286.2387560892435,4,part-time,1981.0139478041278,0
42,32818.31761099242,1772.071686696158,3,unemployed,4811.762635276769,1
77,23685.114038454343,1759.9459704232738,4,unemployed,5881.550432668016,1
77,54045.53864051088,1749.0207040205648,2,employed,3461.369065669765,0
77,21220.992367303465,516.5474213936986,2,employed,2234.131407902293,0
62,29236.408127445884,1624.3182267033324,4,part-time,2644.0278293092147,0
58,33386.57286317958,1638.0145851665072,2,employed,6250.439888271843,0
46,9199.636217409363,1517.5682342827126,3,unemployed,3083.7472748354953,1
32,81499.32143967996,1634.396986837179,1,unemployed,1051.6887185098278,1
62,17758.220350558633,1762.9555572450631,2,employed,868.2697307113245,1
18,28205.811043535236,1205.4785811526785,2,part-time,672.0700516143362,1
42,30342.08596406088,1253.0753202326707,4,employed,12779.285497302953,0
24,14656.0417563363,687.0710853670857,3,employed,6683.932798714447,0
26,55464.04021704282,1078.0638245710427,1,employed,2679.8393208999373,0
41,25159.16781815179,1465.0477698676764,4,employed,1893.547844604469,0
18,19796.564302417137,1670.5996642209118,4,employed,1679.1953377517,0
61,23605.947717612,825.8136465368159,3,employed,8894.933354304505,0
25,32277.513790746772,706.7343487388531,1,unemployed,20018.92806391519,1
41,22145.710114008234,1494.5630067507382,3,part-time,1627.1854378913906,0
28,34233.67046291143,502.819825287366,1,employed,9306.00826606855,0
68,9485.920546342373,767.5588764609947,3,employed,3065.6439229511,0
34,15153.927300305624,543.6070705159306,4,part-time,2410.4556381540287,0
25,7559.798705748431,750.3276767823064,4,employed,13416.147299458036,0
52,59784.6416538369,771.9789198882579,0,employed,2950.8079088836694,0
52,59396.82565923037,1081.5103921255914,2,employed,4009.2699214743684,0
50,30130.946146333055,1103.490687029834,3,employed,3821.0247810403853,0
76,13275.705165931138,1811.3937059153566,0,employed,586.6337168581955,1
22,72761.27356413998,1265.1645687482378,2,part-time,3977.509500286482,0
59,16281.63005762798,1585.1071484184295,3,employed,1698.1725403186786,0
56,19799.192569786534,656.2060368804312,1,employed,719.7089253001868,1
75,23855.41949183936,838.1581331955408,2,employed,1777.3218285510454,0
58,27605.159454982946,1554.4151614680152,4,employed,1762.7160881255252,0
45,30390.98510603273,579.2059407027921,0,employed,8348.878848008442,0
24,31007.38927389551,1229.8964933656298,2,unemployed,1028.8638188698894,1
26,20490.936744098177,1399.0534484944008,2,unemployed,1353.098681649802,1
25,30762.462506043234,1403.2184660787216,4,employed,3772.1041719879136,0
29,20038.20880572345,534.399216902063,3,part-time,791.7187607162849,1
51,29426.523851559064,983.1620063437783,1,unemployed,1542.2431735198777,1
50,28244.27013479213,1454.735976573731,4,unemployed,564.2645854693419,1
65,32254.848286794124,723.4996042238652,1,employed,7480.174952041783,0
72,30302.43494562694,1543.1234724920798,3,employed,2205.3397983312784,0
40,17655.167797128193,1618.8878132205118,2,employed,2933.8832182532215,0
79,27704.637190940135,1972.953785669218,1,employed,7450.305518974641,0
41,30537.168773487647,814.7629922846141,0,employed,1447.6996340013857,0
54,11549.966384648338,1737.6960014991728,0,employed,2182.034530333713,0
52,19205.996392855537,1280.444865377981,4,unemployed,1036.5695191615544,1
61,29853.487483346078,1060.19389421626,3,unemployed,1034.316684035272,1
57,51774.14888300132,683.5651359877669,4,part-time,1187.2762605565877,0
39,33271.28837415023,1603.2584097313063,4,employed,1821.6712157817128,0
44,53433.276884213104,853.7863987155306,4,employed,2028.809538596099,0
52,18048.417827113233,1057.1330028095686,0,employed,3978.3886357080814,0
18,24961.633027484546,593.8133403460527,0,employed,1222.6587282232606,0
52,32953.990810636125,1702.0503737292786,4,employed,4103.6523610550585,0
54,6883.098158142489,1649.882785957465,0,employed,4841.603718007396,0
64,46882.587135107155,1600.4237450634687,3,employed,1867.167428166597,0
31,8686.670988822554,949.1652657378299,4,unemployed,1333.1174523422135,1
20,36259.98367685249,760.2201113989358,0,employed,3245.6763376945423,0
18,31051.919194906204,1456.3298967053447,1,unemployed,2433.4919882401855,1
22,6837.678132954595,1244.2495761698292,4,employed,3715.8094831107605,0
43,7012.639001066748,767.3787003569623,4,employed,14326.502695059398,0
72,45082.11838478179,1528.8669065747956,3,employed,3192.7473022913196,0
31,40431.361188151495,1986.6896477319556,2,employed,1573.0464602817954,0
56,14179.721758086951,1620.8293816130565,2,employed,1223.0590140732238,0
44,14172.525599519464,1609.9795800284178,3,employed,1271.3039292413825,0
26,28461.355142191813,1925.4691293958876,3,employed,690.3741471578711,1
32,21886.5577231729,804.4045513623532,3,employed,7576.02252711543,0
32,37316.75154597573,1348.3249473821606,2,employed,319.4884684392201,1
43,27995.259247037593,1969.470072550825,3,part-time,4856.653102978026,0
59,48606.63858592081,747.9411664552619,0,employed,1251.2972514647092,0
77,35776.22655016559,1550.3779391667815,4,unemployed,1785.7518060027473,1
30,31583.386718488644,1378.7152189578528,4,employed,1214.4084423125646,0
68,18470.63845715018,1379.7186382830605,1,part-time,12655.721186766625,0
49,17806.86583398024,1546.5059412801127,1,unemployed,3029.9930406505505,1
56,21463.744913506893,1894.4253843135264,4,employed,6570.718886444016,0
66,55296.8672031785,1673.872909777007,0,employed,10943.783515962506,0
69,17977.25515402222,584.204155124315,2,unemployed,3510.1198950920007,1
78,25090.99996121555,1779.0920298135668,2,employed,901.7850871990134,1
49,7169.552695955931,838.311994888599,0,employed,2390.737679671173,0
21,30881.2463692293,1065.3712471045578,2,employed,1419.0628762524484,0
47,68090.91936212278,1192.5992204185732,3,unemployed,1801.7178287944314,1
54,13810.451580092462,1221.3590011296046,4,unemployed,2711.8225278907353,1
40,107712.51605081777,1152.7705988830353,4,employed,2606.7104930168725,0
56,24127.807737296105,1906.0299413237967,0,employed,4501.244355693515,0
62,6084.710201998555,1559.0285114960368,2,employed,5204.632085770605,0
32,18164.61736485793,1446.7559689350596,1,employed,2606.737774537583,0
60,42839.64687445659,574.7630416744123,1,part-time,4462.520045684373,0
46,59853.70435914028,1855.869995390562,2,employed,1720.9644597430206,0
53,31541.180047296748,1864.0852880125942,1,employed,11100.881800110345,0
30,48232.92752331259,1670.3195951451535,0,employed,1693.391686398719,0
49,12223.397589812252,510.54380572042874,0,unemployed,9869.322469419429,1
24,15675.734248333963,585.9203766164351,2,employed,681.2524267876968,1
76,9511.628284281423,837.8355534027346,1,employed,2037.732079319925,0
68,16276.350798495387,697.0241122173601,0,employed,2140.9861644674643,0
39,32239.880602517038,1098.2540445555942,0,employed,3940.219828410917,0
45,24497.537497899622,1883.9345871316846,3,employed,7057.292816657146,0
19,33993.49692292317,1208.0906512954975,3,employed,854.5754508827297,1
59,13790.60705556381,520.1039396482485,0,employed,984.3848791810568,1
62,14217.622376422582,924.118534368143,2,part-time,733.6939151311025,1
79,24399.187334473972,566.8923625594423,4,unemployed,11161.037495919081,1
74,16296.018568336223,554.4314339202532,4,part-time,4014.2465211213034,0
70,42231.623189895836,913.5797796433284,0,employed,1007.9045901705355,0
23,16095.428359291263,913.4185080184182,0,part-time,1913.913018391888,0
45,17193.821420604367,1680.689903902406,0,employed,9718.255399156309,0
45,27157.803530925976,1962.251979171668,2,employed,2257.20086584804,0
61,18130.591054657045,1056.8106408349975,3,employed,2127.7319138864436,0
61,11879.004620239983,1143.330318291558,0,employed,1364.7182733637321,0
37,12712.259065158223,1767.184154429032,0,employed,1069.5654101162058,0
47,28821.674768771605,902.2085301432701,1,employed,9733.451213034763,0
79,11166.173262476424,734.5727066051719,2,employed,15897.252725857014,0
28,44293.012569055296,1779.6344351054756,0,employed,1112.9902567706474,0
75,15596.477365722048,569.7508796600982,1,employed,12148.273370157349,0
72,29974.66813627187,1429.5491602991235,4,employed,1830.9872545181493,0
45,16071.35362111219,1342.9892712002102,0,employed,5082.9546492797635,0
42,13938.07119553256,1018.8806712525414,0,unemployed,12212.481784622485,1
56,24910.678380498728,972.7842816460385,1,unemployed,2578.3976118744954,1
79,37268.05235925258,1657.786589272432,2,employed,2147.49661956757,0
50,19463.887889757534,629.6369161438197,0,employed,6641.419261207356,0
18,21317.024891621255,855.176463967078,4,employed,982.4477512733051,1
74,32981.71778916386,1598.6730977571347,0,unemployed,9386.815505053857,1
44,33532.27293039955,1322.4808755896363,4,employed,3438.5645882995386,0
79,21606.60080884111,691.9823128003795,3,employed,1672.7922110120192,0
74,17645.9231690475,1823.2034214230903,3,employed,1629.180483783283,0
69,22955.84758401227,1090.1717698453872,4,employed,747.3528936998193,1
30,20021.145205514476,1741.8025629832593,2,employed,1743.810313530346,0
58,25757.65325987861,1681.569523291563,0,unemployed,2289.2104100934857,1
20,12123.061013158183,1436.6381697075922,0,employed,1031.4351575923488,0
56,25300.78722083028,1241.7216969426395,3,employed,2848.4635535347966,0
23,15380.385256214853,1969.3262605726354,4,unemployed,4783.448861823039,1
25,34646.21646564015,717.4476085697256,0,unemployed,2407.9423473232364,1
44,15736.93970716579,1587.7335913266722,0,employed,5783.277407685289,0
26,15874.11567034987,786.7860521971835,2,employed,1329.9013120820434,0
79,27520.8564400906,1007.3946579985226,1,employed,8130.541164453035,0
54,22183.542062909964,963.0481150597928,3,part-time,3367.125546369193,0
50,68756.44889229465,1920.5539816080845,3,employed,13978.2407831554,0
68,9753.180293194551,1951.0342666824129,1,part-time,33330.138017714235,0
59,23270.144674252428,774.5231663520908,0,employed,1862.6517206669005,0
61,38747.624996342245,533.0527404462563,2,employed,1940.9564054927903,0
41,16495.502360790782,1580.0120594946698,2,employed,2330.3130133985874,0
32,13970.749166632353,1126.9849008057265,3,employed,5408.36576867306,0
76,14250.790761280216,633.2603676313465,2,employed,11225.799898029694,0
71,9838.11503463248,1525.6311583655638,1,employed,1551.8321060970322,0
49,43254.31662142134,1317.6582923910496,0,employed,4364.436070593204,0
49,18679.675294246954,1970.775233001659,1,part-time,2602.0964086747877,0
41,17605.84855523081,841.1142437920685,4,employed,5530.918100577791,0
58,7615.576458323484,1105.9668144898224,3,unemployed,13486.678418333582,1
69,10755.21157516408,1313.8187050931342,2,employed,2344.1350461135653,0
66,45830.032092761016,1687.5499826800274,4,employed,561.2308584853479,1
79,25630.87178575661,1323.257985080088,2,employed,6272.320600533165,0
66,39468.19414299703,1419.3502412929238,0,employed,1296.3329909807026,0
75,37048.98444343347,839.2205773849112,0,part-time,2583.458445534953,0
69,13355.584082605354,1770.3780921328398,0,employed,6548.75894657558,0
29,74230.01515891004,1142.9458204557136,2,employed,4013.4032595992794,0
79,58388.0367581855,711.4394412826539,4,employed,2692.646921392064,0
56,16615.923788938955,1496.281871758126,0,employed,1675.9212407440161,0
19,3699.29429855247,824.1356797779613,4,employed,164.0393305871213,1
20,18429.979807441305,646.3437653589497,2,unemployed,5992.840679998766,1
66,24813.62387367557,1792.9803626064083,4,unemployed,2314.729934551782,1
54,16583.118227229395,1190.2433967326594,2,employed,13539.089220416829,0
66,19717.048600323127,1623.9255690436646,2,employed,4438.305906213284,0
73,14554.725286448342,935.8813397095327,3,employed,1735.1942182407972,0
34,34920.08203497696,1680.4552023764995,2,employed,8663.465445050604,0
76,22738.541341270422,667.9038905322955,2,employed,9425.079110407665,0
66,35445.693069324574,1033.960060692279,1,employed,2394.592108284903,0
19,40582.883706062996,1967.0927269602928,0,employed,9834.430911732301,0
19,7426.7098349127355,1690.9845745520092,3,employed,1710.7582026918526,0
45,14984.009746481195,1245.8838954720322,3,employed,3496.954652402836,0
71,16122.729945494068,1009.6662073428276,3,employed,5278.5588149003115,0
40,79673.01138134426,1808.2035500337147,1,employed,6534.0456849283455,0
54,23730.17403694119,1317.2716386267734,2,employed,5549.825965137242,0
49,33066.64330761038,1637.6375268036666,0,unemployed,2137.3944499190125,1
50,8601.17512512052,1631.1615204742461,4,employed,8899.03070902991,0
18,23661.575541485683,526.9185178527378,2,employed,2632.193154955317,0
36,35923.48328250225,689.3806741889202,1,employed,1687.4480510752094,0
79,33893.635844032586,1489.4440495921135,2,unemployed,1712.4185940523,1
19,30082.525063120716,742.4297169288071,2,employed,20743.503482906806,0
70,22170.10975589852,883.240016983407,1,employed,1419.4383893520287,0
61,22715.08023222982,1919.9569312994108,3,employed,10846.906756554095,0
43,9446.191398576762,1340.2733875623678,3,unemployed,957.6987814829185,1
49,14040.953065112413,1626.0942604990207,0,part-time,4855.684915720697,0
